,age,job,marital,education,default,y
23520,34,technician,single,tertiary,yes,no
23521,42,management,married,secondary,no,no
23522,59,management,divorced,tertiary,no,no
23523,42,management,single,tertiary,no,no
23524,43,management,single,tertiary,no,no
23525,40,management,married,tertiary,no,no
23526,43,management,married,tertiary,no,no
23527,60,retired,married,unknown,no,no
23528,47,technician,divorced,secondary,no,no
23529,57,retired,married,primary,no,no
23530,37,management,married,tertiary,no,no
23531,42,management,married,tertiary,no,no
23532,36,management,married,tertiary,no,no
23533,55,housemaid,married,primary,no,no
23534,32,management,married,tertiary,no,no
23535,49,unknown,married,secondary,no,no
23536,32,housemaid,married,secondary,no,no
23537,31,technician,single,tertiary,no,no
23538,37,technician,married,secondary,no,no
23539,32,technician,single,secondary,no,no
23540,46,technician,married,secondary,no,no
23541,31,technician,single,secondary,no,no
23542,33,management,single,tertiary,no,no
23543,43,technician,divorced,secondary,no,no
23544,50,blue-collar,married,secondary,no,no
23545,50,blue-collar,married,primary,no,no
23546,34,technician,married,secondary,no,yes
23547,32,management,married,tertiary,no,no
23548,46,management,married,tertiary,no,no
23549,31,management,married,tertiary,no,no
23550,45,blue-collar,married,primary,no,no
23551,50,services,married,secondary,no,no
23552,31,admin.,married,secondary,no,no
23553,34,technician,single,secondary,no,no
23554,30,management,single,tertiary,no,no
23555,59,retired,married,secondary,no,no
23556,34,unemployed,single,tertiary,no,no
23557,44,technician,divorced,secondary,no,no
23558,32,technician,single,tertiary,no,no
23559,32,unemployed,single,tertiary,no,no
23560,55,retired,married,secondary,no,no
23561,42,technician,divorced,secondary,no,no
23562,36,technician,married,secondary,no,no
23563,30,technician,single,tertiary,no,no
23564,53,management,married,tertiary,no,no
23565,55,retired,married,secondary,no,no
23566,50,technician,married,secondary,no,no
23567,43,technician,married,tertiary,no,no
23568,60,retired,married,tertiary,no,no
23569,42,management,single,tertiary,no,no
23570,34,management,single,tertiary,no,no
23571,38,student,married,secondary,no,no
23572,37,management,married,tertiary,no,no
23573,41,technician,married,secondary,no,no
23574,59,retired,married,secondary,no,no
23575,46,management,married,tertiary,no,no
23576,34,technician,married,secondary,no,no
23577,40,technician,married,secondary,no,no
23578,37,management,married,secondary,no,no
23579,44,management,divorced,tertiary,no,no
23580,30,technician,single,tertiary,no,no
23581,32,services,single,tertiary,no,no
23582,50,blue-collar,married,secondary,no,no
23583,42,technician,married,secondary,no,no
23584,42,technician,divorced,secondary,no,no
23585,59,retired,married,secondary,no,no
23586,44,management,married,tertiary,no,no
23587,47,services,married,unknown,yes,no
23588,52,technician,married,tertiary,no,no
23589,55,admin.,married,secondary,no,no
23590,44,technician,married,secondary,no,no
23591,59,retired,married,secondary,no,no
23592,46,technician,single,tertiary,no,no
23593,44,self-employed,married,tertiary,no,no
23594,53,blue-collar,married,primary,no,yes
23595,39,management,married,tertiary,no,no
23596,35,technician,divorced,secondary,no,no
23597,48,housemaid,married,tertiary,no,no
23598,36,technician,married,tertiary,no,no
23599,33,management,married,tertiary,no,no
23600,51,services,married,unknown,no,no
23601,32,entrepreneur,single,tertiary,no,no
23602,37,technician,married,secondary,no,no
23603,42,technician,married,secondary,no,no
23604,43,management,married,tertiary,no,no
23605,42,services,married,secondary,no,no
23606,39,housemaid,married,tertiary,no,no
23607,32,technician,divorced,secondary,no,no
23608,52,management,married,tertiary,no,no
23609,31,self-employed,married,tertiary,no,no
23610,47,admin.,divorced,secondary,no,yes
23611,32,management,married,tertiary,no,no
23612,40,housemaid,married,primary,no,no
23613,48,technician,married,secondary,no,no
23614,54,management,divorced,tertiary,no,no
23615,43,management,divorced,tertiary,no,no
23616,48,management,married,tertiary,no,no
23617,55,services,married,secondary,no,no
23618,37,technician,married,secondary,no,no
23619,36,technician,married,secondary,no,no
23620,58,housemaid,married,primary,no,no
23621,31,technician,single,secondary,no,no
23622,31,management,single,tertiary,no,no
23623,56,retired,married,secondary,no,no
23624,49,services,married,secondary,no,no
23625,34,technician,married,secondary,no,no
23626,38,management,married,tertiary,no,no
23627,31,housemaid,married,tertiary,no,no
23628,33,technician,single,secondary,no,no
23629,40,technician,married,tertiary,no,no
23630,33,management,single,tertiary,no,no
23631,32,admin.,single,tertiary,no,no
23632,34,technician,single,secondary,no,no
23633,30,management,single,tertiary,no,no
23634,50,housemaid,married,primary,no,no
23635,55,management,divorced,tertiary,no,no
23636,60,self-employed,married,secondary,no,no
23637,53,management,married,tertiary,no,no
23638,45,blue-collar,married,secondary,no,no
23639,53,blue-collar,married,secondary,no,no
23640,31,management,single,tertiary,no,no
23641,34,technician,married,secondary,no,no
23642,54,management,married,tertiary,no,no
23643,34,management,single,tertiary,no,no
23644,48,blue-collar,married,unknown,no,no
23645,37,technician,married,tertiary,no,no
23646,45,blue-collar,married,primary,no,no
23647,33,self-employed,married,secondary,no,no
23648,33,management,single,tertiary,no,no
23649,48,housemaid,married,primary,no,no
23650,53,services,married,secondary,no,no
23651,52,services,married,secondary,no,no
23652,32,technician,single,tertiary,no,no
23653,33,technician,single,tertiary,no,no
23654,39,technician,married,tertiary,no,no
23655,35,technician,married,tertiary,no,no
23656,51,blue-collar,married,secondary,no,no
23657,34,management,single,tertiary,no,no
23658,35,technician,single,secondary,no,no
23659,30,technician,single,secondary,no,no
23660,52,technician,married,secondary,no,no
23661,48,blue-collar,married,primary,no,no
23662,36,technician,single,tertiary,no,no
23663,30,technician,divorced,secondary,no,no
23664,57,retired,married,unknown,no,no
23665,55,admin.,married,secondary,no,no
23666,30,technician,married,tertiary,no,no
23667,48,housemaid,single,secondary,no,no
23668,45,self-employed,married,secondary,no,no
23669,36,management,married,tertiary,no,no
23670,36,technician,divorced,tertiary,no,no
23671,31,management,single,tertiary,no,no
23672,41,technician,married,secondary,no,no
23673,33,management,single,tertiary,no,no
23674,34,technician,married,secondary,no,no
23675,43,management,married,tertiary,no,no
23676,31,management,married,tertiary,no,no
23677,45,self-employed,married,tertiary,no,no
23678,32,technician,single,tertiary,no,no
23679,32,technician,married,secondary,no,no
23680,38,management,married,tertiary,no,no
23681,42,self-employed,married,tertiary,no,no
23682,52,technician,married,secondary,no,no
23683,40,management,married,tertiary,no,no
23684,53,management,divorced,tertiary,no,no
23685,39,technician,single,tertiary,no,no
23686,54,admin.,married,secondary,no,no
23687,34,technician,married,secondary,no,no
23688,35,management,single,tertiary,no,no
23689,45,technician,married,secondary,no,no
23690,45,technician,divorced,secondary,no,no
23691,47,services,married,secondary,no,no
23692,34,management,single,secondary,no,no
23693,36,technician,single,secondary,no,no
23694,30,technician,married,secondary,no,no
23695,35,technician,single,tertiary,no,no
23696,35,technician,married,secondary,no,no
23697,44,management,married,tertiary,no,no
23698,34,management,single,tertiary,yes,no
23699,30,technician,married,tertiary,no,no
23700,41,technician,married,secondary,no,no
23701,38,management,single,tertiary,no,no
23702,41,technician,divorced,secondary,no,no
23703,37,self-employed,married,tertiary,no,no
23704,52,blue-collar,married,secondary,no,no
23705,43,housemaid,married,primary,no,no
23706,60,retired,married,tertiary,no,no
23707,34,technician,married,secondary,no,no
23708,34,management,married,tertiary,no,no
23709,39,management,divorced,tertiary,no,no
23710,44,management,married,tertiary,no,no
23711,51,housemaid,married,primary,no,no
23712,52,blue-collar,married,primary,no,no
23713,40,technician,married,secondary,no,no
23714,47,blue-collar,married,primary,no,no
23715,40,technician,married,secondary,yes,no
23716,32,management,single,tertiary,no,no
23717,50,blue-collar,married,primary,no,no
23718,31,technician,single,tertiary,no,no
23719,33,management,married,tertiary,no,no
23720,60,retired,married,secondary,no,no
23721,33,technician,married,secondary,no,no
23722,31,management,single,tertiary,no,no
23723,31,technician,single,secondary,no,no
23724,33,technician,single,tertiary,no,no
23725,58,blue-collar,married,primary,no,no
23726,49,management,married,tertiary,no,no
23727,35,management,single,tertiary,no,no
23728,43,technician,divorced,tertiary,no,no
23729,44,management,married,tertiary,no,no
23730,35,technician,married,secondary,no,no
23731,31,technician,single,tertiary,no,no
23732,33,technician,married,secondary,no,no
23733,48,management,single,tertiary,no,no
23734,30,technician,single,secondary,no,no
23735,43,management,single,tertiary,no,no
23736,59,retired,married,primary,no,no
23737,51,admin.,married,tertiary,no,no
23738,36,management,married,tertiary,no,no
23739,49,management,single,tertiary,no,no
23740,59,retired,married,primary,no,no
23741,42,technician,married,secondary,no,no
23742,47,blue-collar,married,primary,no,no
23743,32,technician,single,secondary,no,no
23744,36,technician,married,tertiary,yes,no
23745,60,retired,married,tertiary,no,no
23746,55,retired,married,secondary,no,no
23747,45,blue-collar,married,primary,no,no
23748,34,management,single,tertiary,no,no
23749,32,technician,married,secondary,no,no
23750,35,technician,married,secondary,no,no
23751,30,technician,single,secondary,no,no
23752,31,technician,single,secondary,no,no
23753,30,management,single,tertiary,no,no
23754,35,management,married,tertiary,no,no
23755,49,blue-collar,married,primary,no,no
23756,35,technician,single,secondary,yes,no
23757,32,technician,married,secondary,no,no
23758,58,management,married,tertiary,no,no
23759,30,management,married,tertiary,no,no
23760,38,technician,married,secondary,no,no
23761,35,technician,single,tertiary,no,no
23762,60,management,married,tertiary,no,no
23763,36,technician,married,secondary,no,no
23764,56,blue-collar,married,primary,no,no
23765,46,technician,married,secondary,no,no
23766,43,management,single,tertiary,no,no
23767,41,technician,divorced,secondary,no,no
23768,31,technician,married,secondary,no,no
23769,48,blue-collar,married,primary,no,no
23770,60,technician,divorced,secondary,no,no
23771,36,technician,single,secondary,no,no
23772,34,management,single,tertiary,no,no
23773,58,retired,married,tertiary,no,no
23774,45,technician,married,tertiary,no,no
23775,39,management,married,tertiary,no,yes
23776,55,technician,married,secondary,no,no
23777,32,technician,married,secondary,no,no
23778,41,management,single,tertiary,no,no
23779,32,technician,married,secondary,no,no
23780,32,technician,single,secondary,no,no
23781,31,management,single,tertiary,no,no
23782,33,management,single,tertiary,no,no
23783,36,technician,married,secondary,no,no
23784,35,technician,single,secondary,no,no
23785,38,self-employed,married,tertiary,no,no
23786,36,technician,married,secondary,no,no
23787,47,blue-collar,married,primary,no,no
23788,31,technician,married,tertiary,no,no
23789,49,services,married,secondary,no,no
23790,59,technician,divorced,secondary,no,no
23791,37,management,married,tertiary,no,no
23792,42,technician,married,secondary,no,no
23793,46,blue-collar,married,secondary,no,no
23794,35,technician,married,tertiary,no,no
23795,51,blue-collar,married,primary,no,no
23796,41,technician,single,tertiary,no,no
23797,35,technician,divorced,secondary,no,no
23798,34,management,single,tertiary,no,no
23799,38,technician,divorced,tertiary,no,no
23800,33,technician,married,secondary,no,no
23801,36,technician,single,secondary,no,no
23802,33,technician,married,secondary,no,no
23803,31,management,single,tertiary,no,no
23804,45,self-employed,married,primary,no,no
23805,32,management,married,tertiary,no,no
23806,34,management,married,tertiary,no,no
23807,33,services,married,secondary,no,no
23808,47,admin.,married,secondary,no,no
23809,37,technician,married,tertiary,no,no
23810,35,technician,divorced,secondary,no,no
23811,37,management,single,secondary,no,no
23812,60,retired,married,tertiary,no,no
23813,38,technician,married,secondary,no,no
23814,38,technician,single,secondary,no,no
23815,30,technician,married,secondary,no,no
23816,47,technician,divorced,tertiary,no,no
23817,40,management,married,tertiary,no,no
23818,47,blue-collar,married,primary,no,no
23819,53,admin.,married,secondary,no,no
23820,48,blue-collar,married,secondary,no,no
23821,46,management,married,tertiary,no,no
